id;k1;b1;D1;p-value linear 1;R_score1;AIC_linear1;kef x^2 (1);kef x (1);kef 1 (1);p-value quadr 1;R_score quadr 1;AIC_quadr1;k2;b2;D2;p-value linear 2;R_score2;AIC_linear2;kef x^2 (2);kef x (2);kef 1 (2);p-value quadr 2;R_score quadr 2;AIC_quadr2;k3;b3;D3;p-value linear 3;R_score3;AIC_linear3;kef x^2 (3);kef x (3);kef 1 (3);p-value quadr 3;R_score quadr 3;AIC_quadr3;k4;b4;D4;p-value linear 4;R_score4;AIC_linear4;kef x^2 (4);kef x (4);kef 1 (4);p-value quadr 4;R_score quadr 4;AIC_quadr4;;Average linear R_score;Average quadr R_score;AIC linear;AIC quadrio
892;-1,804;13,678;1,804;0;0,99;109,157;-0,045;-1,082;11,479;0;0,997;45,419;-1,805;13,667;1,805;0;0,989;109,913;-0,045;-1,085;11,476;0;0,997;49,171;-1,807;13,675;1,807;0;0,989;110,444;-0,045;-1,083;11,47;0;0,997;49,469;-1,808;13,684;1,808;0;0,989;112,023;-0,046;-1,079;11,464;0;0,997;53,478;;0,98925;0,997;110,38425;49,38425
894;-1,799;13,878;1,799;0;0,99;105,244;-0,046;-1,071;11,665;0;0,998;24,857;-1,801;13,95;1,801;0;0,99;107,878;-0,047;-1,048;11,657;0;0,998;23,783;-1,803;13,962;1,803;0;0,99;108,656;-0,048;-1,036;11,628;0;0,998;19,783;-1,794;13,943;1,794;0;0,99;106,323;-0,046;-1,059;11,709;0;0,998;26,714;;0,99;0,998;107,02525;23,78425
895;-1,813;14,244;1,813;0;0,991;101,469;-0,044;-1,117;12,128;0;0,998;23,518;-1,813;14,228;1,813;0;0,991;101,734;-0,043;-1,121;12,123;0;0,998;26,922;-1,812;14,227;1,812;0;0,991;101,534;-0,043;-1,125;12,137;0;0,998;28,596;-1,811;14,222;1,811;0;0,991;101,225;-0,043;-1,122;12,125;0;0,998;25,877;;0,991;0,998;101,4905;26,22825
896;-1,811;13,844;1,811;0;0,991;101,141;-0,043;-1,125;11,756;0;0,998;27,033;-1,812;13,851;1,812;0;0,991;101,521;-0,043;-1,122;11,754;0;0,998;27,225;-1,811;13,855;1,811;0;0,991;101,909;-0,043;-1,126;11,768;0;0,998;30,847;-1,812;13,858;1,812;0;0,991;102,714;-0,043;-1,12;11,753;0;0,998;31,538;;0,991;0,998;101,82125;29,16075
897;-1,819;14,096;1,819;0;0,992;98,899;-0,042;-1,145;12,046;0;0,998;22,932;-1,82;14,098;1,82;0;0,992;98,766;-0,042;-1,15;12,061;0;0,998;24,704;-1,82;14,102;1,82;0;0,992;98,536;-0,042;-1,156;12,079;0;0,998;26,092;-1,82;14,111;1,82;0;0,992;98,964;-0,042;-1,152;12,079;0;0,998;26,402;;0,992;0,998;98,79125;25,0325
898;-1,79;13,996;1,79;0;0,989;109,361;-0,047;-1,045;11,729;0;0,998;36,46;-1,791;14,004;1,791;0;0,989;109,605;-0,047;-1,04;11,719;0;0,998;34,795;-1,793;14,002;1,793;0;0,989;110,663;-0,047;-1,042;11,716;0;0,998;39,557;-1,792;13,995;1,792;0;0,989;110,094;-0,047;-1,045;11,721;0;0,998;38,895;;0,989;0,998;109,93075;37,42675
899;-1,821;13,964;1,821;0;0,991;100,929;-0,043;-1,133;11,871;0;0,998;25,054;-1,816;13,958;1,816;0;0,991;100,576;-0,043;-1,134;11,883;0;0,998;26,548;-1,815;13,953;1,815;0;0,991;100,537;-0,043;-1,131;11,874;0;0,998;25,682;-1,815;13,951;1,815;0;0,991;100,949;-0,043;-1,128;11,861;0;0,998;25,823;;0,991;0,998;100,74775;25,77675
900;-1,827;13,992;1,827;0;0,992;97,723;-0,041;-1,178;12,019;0;0,998;30,749;-1,829;13,997;1,829;0;0,992;98,179;-0,041;-1,173;12;0;0,998;28,84;-1,829;13,998;1,829;0;0,992;98,44;-0,041;-1,168;11,987;0;0,998;27,753;-1,83;13,993;1,83;0;0,992;98,168;-0,041;-1,171;11,988;0;0,998;27,454;;0,992;0,998;98,1275;28,699
901;-1,852;13,99;1,852;0;0,994;87,575;-0,036;-1,272;12,224;0;0,998;22,185;-1,853;13,983;1,853;0;0,994;88,478;-0,036;-1,271;12,213;0;0,998;25,067;-1,854;13,99;1,854;0;0,994;88,516;-0,036;-1,271;12,217;0;0,998;24,762;-1,853;13,988;1,853;0;0,994;87,755;-0,036;-1,276;12,23;0;0,998;24,246;;0,994;0,998;88,081;24,065
903;-1,794;14,01;1,794;0;0,99;106,25;-0,046;-1,06;11,776;0;0,998;26,472;-1,794;14,011;1,794;0;0,99;106,102;-0,046;-1,06;11,776;0;0,998;25,487;-1,794;14,001;1,794;0;0,99;105,912;-0,046;-1,061;11,77;0;0,998;25,088;-1,794;13,99;1,794;0;0,99;105,928;-0,046;-1,06;11,756;0;0,998;24,56;;0,99;0,998;106,048;25,40175
904;-1,824;14,137;1,824;0;0,992;96,49;-0,04;-1,181;12,18;0;0,998;28,014;-1,821;14,115;1,821;0;0,992;98,228;-0,041;-1,163;12,114;0;0,998;28,436;-1,821;14,114;1,821;0;0,992;98,413;-0,042;-1,155;12,088;0;0,998;25,099;-1,822;14,104;1,822;0;0,992;97,805;-0,041;-1,162;12,095;0;0,998;25,083;;0,992;0,998;97,734;26,658
905;-1,794;14,04;1,794;0;0,991;102,316;-0,044;-1,086;11,886;0;0,998;20,331;-1,796;14,039;1,796;0;0,991;102,634;-0,045;-1,078;11,854;0;0,999;15,398;-1,796;14,049;1,796;0;0,991;102,683;-0,045;-1,076;11,858;0;0,999;14,299;-1,794;14,034;1,794;0;0,991;101,64;-0,044;-1,086;11,88;0;0,999;16,322;;0,991;0,99875;102,31825;16,5875
906;-1,828;13,956;1,828;0;0,992;94,869;-0,04;-1,184;11,998;0;0,998;20,231;-1,823;13,96;1,823;0;0,992;96,097;-0,04;-1,178;11,997;0;0,998;25,362;-1,821;13,97;1,821;0;0,992;97,238;-0,041;-1,173;11,996;0;0,998;28,557;-1,821;13,987;1,821;0;0,992;98,41;-0,041;-1,162;11,981;0;0,998;28,333;;0,992;0,998;96,6535;25,62075
907;-1,812;14,077;1,812;0;0,991;99,922;-0,043;-1,13;11,999;0;0,998;22,776;-1,811;14,088;1,811;0;0,991;99,807;-0,042;-1,133;12,024;0;0,998;24,871;-1,812;14,111;1,812;0;0,991;100,682;-0,043;-1,123;12,015;0;0,998;23,221;-1,809;14,132;1,809;0;0,991;100,889;-0,043;-1,116;12,021;0;0,998;21,328;;0,991;0,998;100,325;23,049
908;-1,819;13,886;1,819;0;0,991;101,003;-0,042;-1,142;11,822;0;0,998;30,632;-1,818;13,894;1,818;0;0,991;101,446;-0,043;-1,136;11,818;0;0,998;30,693;-1,817;13,893;1,817;0;0,991;101,411;-0,043;-1,136;11,822;0;0,998;31,194;-1,817;13,896;1,817;0;0,991;101,892;-0,043;-1,137;11,825;0;0,998;33,188;;0,991;0,998;101,438;31,42675
909;-1,794;13,94;1,794;0;0,99;105,634;-0,046;-1,057;11,698;0;0,998;21,054;-1,792;13,938;1,792;0;0,99;104,453;-0,045;-1,066;11,729;0;0,998;21,305;-1,793;13,96;1,793;0;0,99;104,393;-0,045;-1,068;11,755;0;0,998;21,739;-1,794;13,972;1,794;0;0,99;104,697;-0,046;-1,065;11,752;0;0,998;20,353;;0,99;0,998;104,79425;21,11275
910;-1,86;14,782;1,86;0;0,995;79,163;-0,033;-1,331;13,172;0;0,999;15,166;-1,862;14,799;1,862;0;0,995;78,281;-0,033;-1,341;13,211;0;0,999;15,688;-1,86;14,778;1,86;0;0,995;77,628;-0,032;-1,348;13,219;0;0,999;18,08;-1,859;14,775;1,859;0;0,995;78,094;-0,032;-1,343;13,205;0;0,999;17,788;;0,995;0,999;78,2915;16,6805
911;-1,813;14,1;1,813;0;0,99;104,924;-0,044;-1,116;11,979;0;0,998;38,862;-1,811;14,083;1,811;0;0,99;105,918;-0,043;-1,123;11,989;0;0,997;46,24;-1,812;14,075;1,812;0;0,99;106,611;-0,043;-1,12;11,968;0;0,997;47,012;-1,815;14,08;1,815;0;0,99;107,662;-0,044;-1,115;11,948;0;0,997;47,948;;0,99;0,99725;106,27875;45,0155
912;-1,829;14,248;1,829;0;0,992;97,183;-0,041;-1,181;12,278;0;0,998;28,907;-1,837;14,222;1,837;0;0,992;98,191;-0,04;-1,199;12,28;0;0,998;37,063;-1,83;14,173;1,83;0;0,992;94,302;-0,039;-1,214;12,298;0;0,998;31,789;-1,825;14,181;1,825;0;0,992;95,184;-0,04;-1,191;12,253;0;0,998;27,118;;0,992;0,998;96,215;31,21925
914;-1,818;14,209;1,818;0;0,992;95,556;-0,041;-1,162;12,213;0;0,999;16,245;-1,815;14,23;1,815;0;0,992;96,643;-0,041;-1,158;12,232;0;0,998;21,347;-1,813;14,226;1,813;0;0,992;97,246;-0,041;-1,153;12,219;0;0,998;22,862;-1,814;14,223;1,814;0;0,992;97,583;-0,042;-1,141;12,173;0;0,999;15,793;;0,992;0,9985;96,757;19,06175
915;-1,818;14,07;1,818;0;0,991;103,381;-0,042;-1,147;12,028;0;0,997;43,309;-1,817;14,061;1,817;0;0,991;102,697;-0,042;-1,145;12,014;0;0,998;40,18;-1,818;14,065;1,818;0;0,991;103,054;-0,043;-1,136;11,99;0;0,998;37,612;-1,82;14,085;1,82;0;0,991;102,008;-0,043;-1,138;12,01;0;0,998;33,185;;0,991;0,99775;102,785;38,5715
916;-1,814;14,153;1,814;0;0,992;94,944;-0,041;-1,165;12,178;0;0,999;17,306;-1,815;14,156;1,815;0;0,992;95,163;-0,041;-1,162;12,167;0;0,999;15,681;-1,817;14,171;1,817;0;0,992;94,88;-0,041;-1,164;12,184;0;0,999;14,456;-1,817;14,167;1,817;0;0,992;95,046;-0,041;-1,163;12,178;0;0,999;14,913;;0,992;0,999;95,00825;15,589
918;-1,823;13,771;1,823;0;0,991;101,132;-0,043;-1,14;11,692;0;0,998;28,6;-1,82;13,801;1,82;0;0,991;101,685;-0,043;-1,135;11,717;0;0,998;30,28;-1,82;13,772;1,82;0;0,991;101,71;-0,043;-1,136;11,692;0;0,998;30,994;-1,82;13,751;1,82;0;0,991;102,202;-0,043;-1,138;11,676;0;0,998;33,994;;0,991;0,998;101,68225;30,967
919;-1,801;14,205;1,801;0;0,991;100,338;-0,044;-1,104;12,084;0;0,999;16,058;-1,802;14,22;1,802;0;0,991;101,603;-0,044;-1,091;12,057;0;0,999;14,074;-1,798;14,201;1,798;0;0,991;100,89;-0,044;-1,101;12,08;0;0,998;19,158;-1,798;14,206;1,798;0;0,991;102,098;-0,044;-1,093;12,061;0;0,998;20,976;;0,991;0,9985;101,23225;17,5665
920;-1,824;14,34;1,824;0;0,993;93,04;-0,039;-1,207;12,461;0;0,998;26,17;-1,826;14,369;1,826;0;0,993;92,745;-0,039;-1,21;12,492;0;0,998;25,075;-1,829;14,379;1,829;0;0,993;93,632;-0,039;-1,208;12,487;0;0,998;26,431;-1,828;14,355;1,828;0;0,992;94,231;-0,04;-1,193;12,422;0;0,998;22,041;;0,99275;0,998;93,412;24,92925
921;-1,798;14,063;1,798;0;0,991;101,187;-0,044;-1,091;11,912;0;0,999;14,107;-1,791;14,083;1,791;0;0,991;102,217;-0,045;-1,075;11,904;0;0,999;13,985;-1,792;14,08;1,792;0;0,991;102,442;-0,045;-1,072;11,888;0;0,999;12,467;-1,798;14,066;1,798;0;0,991;102,035;-0,045;-1,086;11,9;0;0,999;15,955;;0,991;0,999;101,97025;14,1285
922;-1,799;13,949;1,799;0;0,991;103,678;-0,045;-1,082;11,768;0;0,998;22,651;-1,799;13,931;1,799;0;0,991;103,609;-0,045;-1,086;11,758;0;0,998;23,951;-1,801;13,915;1,801;0;0,991;104,001;-0,045;-1,088;11,745;0;0,998;26,524;-1,801;13,912;1,801;0;0,991;103,236;-0,044;-1,092;11,756;0;0,998;25,14;;0,991;0,998;103,631;24,5665
923;-1,82;13,998;1,82;0;0,992;97,025;-0,041;-1,16;11,989;0;0,998;21,247;-1,822;13,996;1,822;0;0,992;97,101;-0,041;-1,162;11,987;0;0,998;21,706;-1,822;13,997;1,822;0;0,992;97,32;-0,042;-1,158;11,977;0;0,998;20,586;-1,819;13,994;1,819;0;0,992;97,183;-0,041;-1,158;11,981;0;0,998;21,188;;0,992;0,998;97,15725;21,18175
924;-1,845;14,206;1,845;0;0,994;87,237;-0,037;-1,254;12,406;0;0,999;14,472;-1,851;14,31;1,851;0;0,994;83,656;-0,035;-1,285;12,586;0;0,999;13,002;-1,854;14,333;1,854;0;0,994;83,767;-0,036;-1,286;12,604;0;0,999;12,566;-1,849;14,252;1,849;0;0,994;85,455;-0,036;-1,269;12,486;0;0,999;12,757;;0,994;0,999;85,02875;13,19925
925;-1,8;13,978;1,8;0;0,991;103,373;-0,044;-1,101;11,849;0;0,998;30,7;-1,802;13,989;1,802;0;0,991;103,974;-0,044;-1,094;11,834;0;0,998;28,974;-1,803;13,991;1,803;0;0,991;104,055;-0,045;-1,091;11,826;0;0,998;27,767;-1,802;13,987;1,802;0;0,991;103,88;-0,044;-1,094;11,833;0;0,998;28,825;;0,991;0,998;103,8205;29,0665
926;-1,805;14,12;1,805;0;0,991;101,466;-0,044;-1,108;11,999;0;0,998;22,503;-1,804;14,134;1,804;0;0,991;101,618;-0,044;-1,105;12,009;0;0,998;22,47;-1,804;14,149;1,804;0;0,991;101,766;-0,044;-1,102;12,015;0;0,998;21,45;-1,801;14,142;1,801;0;0,991;101,351;-0,044;-1,104;12,021;0;0,998;21,693;;0,991;0,998;101,55025;22,029
927;-1,822;13,697;1,822;0;0,992;97,129;-0,041;-1,169;11,708;0;0,998;25,603;-1,821;13,684;1,821;0;0,992;97,091;-0,041;-1,169;11,7;0;0,998;26,071;-1,822;13,694;1,822;0;0,992;97,21;-0,041;-1,165;11,695;0;0,998;24,08;-1,824;13,723;1,824;0;0,992;97,98;-0,042;-1,159;11,699;0;0,998;23,15;;0,992;0,998;97,3525;24,726
928;-1,817;13,916;1,817;0;0,991;101,021;-0,043;-1,129;11,824;0;0,998;25,698;-1,816;13,907;1,816;0;0,991;101,251;-0,043;-1,132;11,825;0;0,998;28,584;-1,814;13,899;1,814;0;0,991;101,247;-0,042;-1,136;11,834;0;0,998;31,446;-1,814;13,908;1,814;0;0,991;101,688;-0,043;-1,129;11,823;0;0,998;30,151;;0,991;0,998;101,30175;28,96975
929;-1,817;14,123;1,817;0;0,993;93,598;-0,041;-1,167;12,146;0;0,999;9,189;-1,828;14,239;1,828;0;0,993;89,088;-0,038;-1,218;12,383;0;0,999;12,014;-1,836;14,335;1,836;0;0,994;87,01;-0,037;-1,242;12,525;0;0,999;11,149;-1,837;14,328;1,837;0;0,994;86,968;-0,037;-1,243;12,521;0;0,999;11,639;;0,9935;0,999;89,166;10,99775
930;-1,838;14,141;1,838;0;0,992;96,2;-0,038;-1,233;12,301;0;0,998;42,825;-1,839;14,13;1,839;0;0,992;97,436;-0,038;-1,227;12,269;0;0,997;44,41;-1,84;14,133;1,84;0;0,992;97,35;-0,039;-1,214;12,227;0;0,998;38,837;-1,841;14,128;1,841;0;0,992;97,652;-0,039;-1,217;12,229;0;0,998;40,674;;0,992;0,99775;97,1595;41,6865
931;-1,812;13,894;1,812;0;0,991;103,731;-0,044;-1,112;11,762;0;0,998;31,779;-1,812;13,902;1,812;0;0,991;104,45;-0,044;-1,111;11,769;0;0,998;34,964;-1,814;13,904;1,814;0;0,991;104,176;-0,044;-1,108;11,756;0;0,998;31,289;-1,813;13,884;1,813;0;0,991;103,781;-0,044;-1,113;11,753;0;0,998;32,145;;0,991;0,998;104,0345;32,54425
932;-1,801;13,982;1,801;0;0,992;97,298;-0,042;-1,131;11,944;0;0,999;16,617;-1,823;13,984;1,823;0;0,992;96,592;-0,041;-1,168;11,99;0;0,998;21,991;-1,788;13,947;1,788;0;0,992;95,563;-0,041;-1,127;11,935;0;0,999;12,816;-1,793;14,015;1,793;0;0,991;98,631;-0,043;-1,101;11,908;0;0,999;8,599;;0,99175;0,99875;97,021;15,00575
933;-1,812;14,167;1,812;0;0,992;97,283;-0,042;-1,146;12,141;0;0,998;19,225;-1,812;14,16;1,812;0;0,992;97,562;-0,042;-1,145;12,131;0;0,998;20,022;-1,813;14,151;1,813;0;0,992;97,786;-0,042;-1,145;12,116;0;0,998;20,225;-1,813;14,147;1,813;0;0,992;97,603;-0,042;-1,144;12,113;0;0,998;19,351;;0,992;0,998;97,5585;19,70575
934;-1,812;14,139;1,812;0;0,991;100,286;-0,042;-1,145;12,109;0;0,998;32,692;-1,815;14,151;1,815;0;0,991;100,965;-0,042;-1,141;12,1;0;0,998;32,322;-1,815;14,154;1,815;0;0,991;100,144;-0,042;-1,139;12,096;0;0,998;27,703;-1,815;14,145;1,815;0;0,991;99,623;-0,042;-1,139;12,087;0;0,998;25,089;;0,991;0,998;100,2545;29,4515
935;-1,859;14,297;1,859;0;0,995;78,952;-0,034;-1,32;12,656;0;0,999;8,439;-1,861;14,299;1,861;0;0,995;78,623;-0,033;-1,326;12,671;0;0,999;9,586;-1,862;14,279;1,862;0;0,995;77,615;-0,033;-1,332;12,665;0;0,999;7,855;-1,859;14,244;1,859;0;0,995;76,902;-0,033;-1,329;12,629;0;0,999;4,402;;0,995;0,999;78,023;7,5705
936;-1,84;13,877;1,84;0;0,993;93,746;-0,039;-1,221;11,993;0;0,998;28,231;-1,841;13,816;1,841;0;0,993;94,36;-0,039;-1,218;11,919;0;0,998;28,763;-1,838;13,806;1,838;0;0,992;96,39;-0,04;-1,202;11,87;0;0,998;30,933;-1,835;13,807;1,835;0;0,992;98,984;-0,04;-1,197;11,865;0;0,998;39,985;;0,9925;0,998;95,87;31,978
937;-1,789;13,931;1,789;0;0,99;105,42;-0,045;-1,068;11,738;0;0,998;29,507;-1,788;13,928;1,788;0;0,99;105,233;-0,045;-1,069;11,739;0;0,998;29,384;-1,788;13,921;1,788;0;0,99;105,261;-0,045;-1,069;11,733;0;0,998;29,759;-1,79;13,928;1,79;0;0,99;105,739;-0,046;-1,056;11,697;0;0,998;24,029;;0,99;0,998;105,41325;28,16975
938;-1,822;14,2;1,822;0;0,992;95,873;-0,041;-1,169;12,213;0;0,998;19,725;-1,822;14,212;1,822;0;0,992;94,855;-0,04;-1,178;12,252;0;0,998;19,96;-1,822;14,217;1,822;0;0,992;95,915;-0,041;-1,165;12,218;0;0,999;17,686;-1,822;14,194;1,822;0;0,992;97,027;-0,042;-1,157;12,17;0;0,999;18,125;;0,992;0,9985;95,9175;18,874
939;-1,815;13,783;1,815;0;0,99;106,876;-0,046;-1,081;11,549;0;0,998;29,78;-1,815;13,79;1,815;0;0,99;107,586;-0,046;-1,075;11,539;0;0,998;30,242;-1,812;13,76;1,812;0;0,99;106,421;-0,045;-1,094;11,573;0;0,998;35,438;-1,812;13,755;1,812;0;0,99;106,02;-0,045;-1,096;11,575;0;0,998;34,648;;0,99;0,998;106,72575;32,527
940;-1,784;13,663;1,784;0;0,99;107,689;-0,046;-1,045;11,412;0;0,998;30,966;-1,79;13,701;1,79;0;0,989;110,533;-0,049;-1,013;11,338;0;0,998;25,304;-1,79;13,685;1,79;0;0,989;110,641;-0,048;-1,018;11,338;0;0,998;29,099;-1,784;13,629;1,784;0;0,989;109,304;-0,047;-1,04;11,364;0;0,998;36,503;;0,98925;0,998;109,54175;30,468
941;-1,811;13,949;1,811;0;0,991;102,491;-0,043;-1,123;11,856;0;0,998;32,492;-1,81;13,959;1,81;0;0,991;103,729;-0,043;-1,122;11,864;0;0,998;37,531;-1,807;13,95;1,807;0;0,991;102,226;-0,043;-1,117;11,85;0;0,998;30,139;-1,808;13,949;1,808;0;0,991;102,227;-0,043;-1,116;11,844;0;0,998;29,292;;0,991;0,998;102,66825;32,3635
942;-1,816;14,275;1,816;0;0,992;97,234;-0,042;-1,15;12,247;0;0,998;18,622;-1,816;14,253;1,816;0;0,992;97,756;-0,042;-1,15;12,226;0;0,998;21,436;-1,818;14,252;1,818;0;0,992;98,401;-0,043;-1,138;12,182;0;0,999;15,991;-1,816;14,242;1,816;0;0,992;98,105;-0,042;-1,141;12,188;0;0,999;17,912;;0,992;0,9985;97,874;18,49025
943;-1,796;14,169;1,796;0;0,991;101,826;-0,044;-1,091;12,025;0;0,998;19,837;-1,796;14,163;1,796;0;0,991;101,969;-0,044;-1,088;12,008;0;0,998;18,369;-1,799;14,165;1,799;0;0,991;102,732;-0,045;-1,088;11,999;0;0,998;20,37;-1,798;14,157;1,798;0;0,991;102,351;-0,045;-1,083;11,979;0;0,999;15,505;;0,991;0,99825;102,2195;18,52025
944;-1,794;13,972;1,794;0;0,99;105,214;-0,046;-1,062;11,745;0;0,998;21,794;-1,793;13,962;1,793;0;0,99;105,123;-0,046;-1,062;11,738;0;0,998;21,906;-1,795;13,958;1,795;0;0,99;104,393;-0,045;-1,071;11,753;0;0,998;21,91;-1,795;13,969;1,795;0;0,99;104,411;-0,045;-1,069;11,759;0;0,998;20,86;;0,99;0,998;104,78525;21,6175
945;-1,797;14,002;1,797;0;0,991;102,122;-0,044;-1,089;11,848;0;0,998;19,148;-1,797;13,998;1,797;0;0,991;102,408;-0,044;-1,089;11,843;0;0,998;20,845;-1,794;13,996;1,794;0;0,991;102,685;-0,044;-1,085;11,837;0;0,998;21,473;-1,794;14,008;1,794;0;0,99;103,849;-0,045;-1,068;11,796;0;0,999;16,987;;0,99075;0,99825;102,766;19,61325
946;-1,787;14,055;1,787;0;0,99;105,76;-0,046;-1,05;11,814;0;0,998;22,178;-1,787;14,059;1,787;0;0,99;105,985;-0,046;-1,045;11,802;0;0,998;20,229;-1,789;14,07;1,789;0;0,99;107,062;-0,047;-1,034;11,774;0;0,998;18,034;-1,787;14,053;1,787;0;0,99;106,071;-0,046;-1,046;11,797;0;0,998;20,861;;0,99;0,998;106,2195;20,3255
947;-1,807;14,147;1,807;0;0,992;98,573;-0,042;-1,142;12,122;0;0,998;25,821;-1,809;14,136;1,809;0;0,992;97,956;-0,042;-1,134;12,084;0;0,999;17,397;-1,812;14,159;1,812;0;0,992;99,243;-0,043;-1,124;12,065;0;0,999;15,548;-1,813;14,202;1,813;0;0,991;101,102;-0,044;-1,113;12,073;0;0,998;18,73;;0,99175;0,9985;99,2185;19,374
948;-1,812;14,028;1,812;0;0,992;98,2;-0,041;-1,154;12,027;0;0,998;28,304;-1,812;14,031;1,812;0;0,992;98,33;-0,042;-1,142;11,989;0;0,998;21,537;-1,813;14,032;1,813;0;0,992;98,351;-0,042;-1,136;11,971;0;0,999;17,768;-1,815;14,054;1,815;0;0,991;100,301;-0,044;-1,112;11,914;0;0,999;11,357;;0,99175;0,9985;98,7955;19,7415
949;-1,801;14,173;1,801;0;0,991;101,955;-0,044;-1,101;12,039;0;0,998;22,725;-1,806;14,183;1,806;0;0,991;102,9;-0,045;-1,094;12,018;0;0,998;21,351;-1,802;14,162;1,802;0;0,991;101,723;-0,044;-1,105;12,041;0;0,998;23,768;-1,803;14,174;1,803;0;0,991;102,597;-0,044;-1,095;12,018;0;0,998;21,716;;0,991;0,998;102,29375;22,39
950;-1,812;13,666;1,812;0;0,991;103,595;-0,044;-1,111;11,534;0;0,998;31,126;-1,81;13,664;1,81;0;0,991;104,302;-0,044;-1,106;11,521;0;0,998;32,644;-1,812;13,679;1,812;0;0,991;103,633;-0,044;-1,11;11,542;0;0,998;30,553;-1,815;13,681;1,815;0;0,991;103,058;-0,043;-1,12;11,568;0;0,998;31,792;;0,991;0,998;103,647;31,52875
951;-1,823;14,133;1,823;0;0,992;99,434;-0,042;-1,152;12,09;0;0,998;26,954;-1,824;14,147;1,824;0;0,991;100,187;-0,043;-1,144;12,078;0;0,998;25,696;-1,821;14,139;1,821;0;0,992;99,584;-0,042;-1,15;12,095;0;0,998;27,387;-1,82;14,129;1,82;0;0,992;99,451;-0,042;-1,147;12,081;0;0,998;25,955;;0,99175;0,998;99,664;26,498
952;-1,814;14,189;1,814;0;0,991;100,003;-0,043;-1,13;12,109;0;0,998;22,806;-1,814;14,181;1,814;0;0,991;99,824;-0,043;-1,132;12,105;0;0,998;22,745;-1,815;14,185;1,815;0;0,991;100,061;-0,043;-1,131;12,104;0;0,998;22,844;-1,811;14,182;1,811;0;0,991;99,603;-0,043;-1,128;12,106;0;0,998;21,427;;0,991;0,998;99,87275;22,4555
953;-1,806;13,798;1,806;0;0,991;103,209;-0,044;-1,1;11,649;0;0,998;26,383;-1,805;13,805;1,805;0;0,991;103,207;-0,044;-1,096;11,647;0;0,998;24,663;-1,806;13,813;1,806;0;0,991;103,731;-0,045;-1,091;11,637;0;0,998;23,866;-1,806;13,816;1,806;0;0,991;103,661;-0,045;-1,095;11,65;0;0,998;25,441;;0,991;0,998;103,452;25,08825
954;-1,839;13,912;1,839;0;0,993;91,166;-0,038;-1,225;12,044;0;0,998;19,708;-1,839;13,918;1,839;0;0,993;92,41;-0,039;-1,212;12,01;0;0,999;18,024;-1,835;13,892;1,835;0;0,993;92,43;-0,039;-1,22;12,02;0;0,998;24,538;-1,838;13,896;1,838;0;0,993;92,713;-0,039;-1,217;12,006;0;0,998;22,801;;0,993;0,99825;92,17975;21,26775
955;-1,83;14,054;1,83;0;0,992;94,798;-0,04;-1,196;12,125;0;0,998;25,259;-1,829;14,062;1,829;0;0,992;95,504;-0,04;-1,188;12,112;0;0,998;24,887;-1,829;14,063;1,829;0;0,992;96,109;-0,04;-1,192;12,124;0;0,998;29,215;-1,829;14,05;1,829;0;0,992;97,289;-0,04;-1,184;12,086;0;0,998;30,374;;0,992;0,998;95,925;27,43375
957;-1,805;13,967;1,805;0;0,99;105,461;-0,045;-1,086;11,776;0;0,998;30,283;-1,803;13,957;1,803;0;0,99;104,909;-0,045;-1,09;11,785;0;0,998;30,837;-1,802;13,964;1,802;0;0,99;105,57;-0,045;-1,082;11,772;0;0,998;30,516;-1,801;13,964;1,801;0;0,99;105,995;-0,045;-1,078;11,763;0;0,998;31,087;;0,99;0,998;105,48375;30,68075
958;-1,802;14,036;1,802;0;0,991;103,437;-0,045;-1,088;11,865;0;0,998;23,284;-1,801;14,051;1,801;0;0,991;103,653;-0,045;-1,085;11,871;0;0,998;22,549;-1,801;14,04;1,801;0;0,991;103,452;-0,045;-1,089;11,873;0;0,998;24,096;-1,801;14,048;1,801;0;0,991;103,745;-0,045;-1,087;11,876;0;0,998;24,746;;0,991;0,998;103,57175;23,66875
959;-1,811;13,795;1,811;0;0,991;100,774;-0,043;-1,127;11,714;0;0,998;26,48;-1,808;13,799;1,808;0;0,991;101,516;-0,043;-1,115;11,69;0;0,998;25,112;-1,808;13,796;1,808;0;0,991;101,916;-0,044;-1,112;11,679;0;0,998;25,723;-1,81;13,79;1,81;0;0,991;102,354;-0,044;-1,114;11,672;0;0,998;27,703;;0,991;0,998;101,64;26,2545
960;-1,801;14,19;1,801;0;0,991;103,235;-0,045;-1,077;11,987;0;0,999;15,057;-1,797;14,174;1,797;0;0,991;102,093;-0,044;-1,089;12,02;0;0,998;19,126;-1,799;14,182;1,799;0;0,991;102,157;-0,044;-1,088;12,02;0;0,998;17,789;-1,799;14,196;1,799;0;0,991;102,757;-0,045;-1,078;12,002;0;0,999;14,051;;0,991;0,9985;102,5605;16,50575
961;-1,814;13,906;1,814;0;0,991;102,659;-0,044;-1,112;11,77;0;0,998;25,945;-1,813;13,885;1,813;0;0,991;101,493;-0,043;-1,122;11,783;0;0,998;26,181;-1,816;13,878;1,816;0;0,991;102,594;-0,043;-1,126;11,776;0;0,998;31,55;-1,816;13,891;1,816;0;0,991;102,05;-0,044;-1,119;11,771;0;0,998;25,806;;0,991;0,998;102,199;27,3705
