id;k1;b1;D1;p-value linear 1;R_score1;AIC_linear1;kef x^2 (1);kef x (1);kef 1 (1);p-value quadr 1;R_score quadr 1;AIC_quadr1;k2;b2;D2;p-value linear 2;R_score2;AIC_linear2;kef x^2 (2);kef x (2);kef 1 (2);p-value quadr 2;R_score quadr 2;AIC_quadr2;k3;b3;D3;p-value linear 3;R_score3;AIC_linear3;kef x^2 (3);kef x (3);kef 1 (3);p-value quadr 3;R_score quadr 3;AIC_quadr3;k4;b4;D4;p-value linear 4;R_score4;AIC_linear4;kef x^2 (4);kef x (4);kef 1 (4);p-value quadr 4;R_score quadr 4;AIC_quadr4;;Average linear R_score;Average quadr R_score;AIC linear;AIC quadrio
325;-1,81;13,955;1,81;0;0,991;99,349;-0,042;-1,132;11,891;0;0,998;22,588;-1,812;13,962;1,812;0;0,991;100,462;-0,043;-1,122;11,863;0;0,998;21,459;-1,812;13,954;1,812;0;0,991;99,875;-0,043;-1,126;11,867;0;0,998;20,795;-1,81;13,963;1,81;0;0,991;100,129;-0,043;-1,121;11,866;0;0,998;20,021;;0,991;0,998;99,95375;21,21575
326;-1,821;14,063;1,821;0;0,993;93,085;-0,04;-1,187;12,134;0;0,999;17,23;-1,818;14,055;1,818;0;0,992;94,207;-0,04;-1,173;12,092;0;0,999;15,956;-1,818;14,054;1,818;0;0,992;94,164;-0,04;-1,174;12,092;0;0,999;15,849;-1,819;14,036;1,819;0;0,992;93,94;-0,04;-1,177;12,083;0;0,999;16,736;;0,99225;0,999;93,849;16,44275
327;-1,796;14,058;1,796;0;0,99;107,435;-0,047;-1,052;11,794;0;0,998;27,177;-1,793;14,047;1,793;0;0,99;106,58;-0,046;-1,063;11,825;0;0,998;30,238;-1,793;14,041;1,793;0;0,99;106,433;-0,046;-1,062;11,815;0;0,998;28,854;-1,79;14,022;1,79;0;0,99;106,024;-0,045;-1,071;11,833;0;0,998;33,2;;0,99;0,998;106,618;29,86725
328;-1,793;13,88;1,793;0;0,99;106,774;-0,046;-1,05;11,622;0;0,998;24,509;-1,793;13,872;1,793;0;0,99;106,461;-0,046;-1,052;11,617;0;0,998;23,409;-1,792;13,878;1,792;0;0,99;107,264;-0,047;-1,043;11,597;0;0,998;22,637;-1,79;13,876;1,79;0;0,99;106,998;-0,047;-1,044;11,606;0;0,998;23,307;;0,99;0,998;106,87425;23,4655
329;-1,813;14,418;1,813;0;0,992;96,123;-0,041;-1,152;12,406;0;0,999;15,949;-1,816;14,413;1,816;0;0,992;96,153;-0,041;-1,154;12,4;0;0,999;15,806;-1,817;14,404;1,817;0;0,992;95,996;-0,041;-1,157;12,395;0;0,999;15,777;-1,817;14,403;1,817;0;0,992;96,271;-0,041;-1,154;12,385;0;0,999;15,469;;0,992;0,999;96,13575;15,75025
330;-1,817;14,13;1,817;0;0,992;95,995;-0,041;-1,16;12,128;0;0,999;17,415;-1,817;14,096;1,817;0;0,992;96,495;-0,042;-1,152;12,072;0;0,999;15,27;-1,815;14,058;1,815;0;0,992;97,006;-0,042;-1,147;12,025;0;0,999;16,449;-1,814;14,069;1,814;0;0,992;96,762;-0,042;-1,149;12,045;0;0,999;16,866;;0,992;0,999;96,5645;16,5
331;-1,82;14,136;1,82;0;0,992;93,78;-0,04;-1,177;12,179;0;0,999;14,905;-1,819;14,136;1,819;0;0,992;94,088;-0,04;-1,172;12,168;0;0,999;14,395;-1,822;14,134;1,822;0;0,992;94,159;-0,041;-1,174;12,163;0;0,999;13,935;-1,822;14,13;1,822;0;0,992;94,309;-0,04;-1,176;12,163;0;0,999;15,62;;0,992;0,999;94,084;14,71375
332;-1,864;13,959;1,864;0;0,995;77,552;-0,034;-1,328;12,353;0;0,999;13,226;-1,864;13,877;1,864;0;0,995;77,335;-0,035;-1,323;12,266;0;0,999;10,826;-1,864;13,952;1,864;0;0,994;78,823;-0,035;-1,319;12,321;0;0,999;14,123;-1,86;14,08;1,86;0;0,994;80,261;-0,035;-1,311;12,423;0;0,999;14,374;;0,9945;0,999;78,49275;13,13725
333;-1,793;14,009;1,793;0;0,99;103,903;-0,046;-1,064;11,79;0;0,999;15,663;-1,794;14,018;1,794;0;0,99;104,576;-0,046;-1,062;11,789;0;0,998;17,53;-1,792;14,005;1,792;0;0,99;104,048;-0,045;-1,065;11,795;0;0,998;18,57;-1,793;14,007;1,793;0;0,99;104,414;-0,046;-1,061;11,779;0;0,999;16,835;;0,99;0,9985;104,23525;17,1495
334;-1,822;14,029;1,822;0;0,992;95,743;-0,041;-1,173;12,056;0;0,998;21,757;-1,823;14,043;1,823;0;0,992;96,423;-0,041;-1,169;12,05;0;0,998;21,514;-1,822;14,041;1,822;0;0,992;96,545;-0,041;-1,169;12,054;0;0,998;23,022;-1,823;14,038;1,823;0;0,992;96,269;-0,041;-1,171;12,052;0;0,998;22,02;;0,992;0,998;96,245;22,07825
336;-1,798;13,938;1,798;0;0,99;105,353;-0,045;-1,082;11,758;0;0,998;31,422;-1,798;13,944;1,798;0;0,99;105,496;-0,045;-1,078;11,751;0;0,998;29,872;-1,798;13,936;1,798;0;0,99;105,06;-0,045;-1,079;11,749;0;0,998;28,951;-1,797;13,929;1,797;0;0,99;104,786;-0,045;-1,084;11,76;0;0,998;30,591;;0,99;0,998;105,17375;30,209
337;-1,805;14,116;1,805;0;0,991;100,992;-0,044;-1,107;11,991;0;0,998;19,151;-1,802;14,119;1,802;0;0,991;100,466;-0,043;-1,111;12,017;0;0,998;20,792;-1,802;14,128;1,802;0;0,991;99,902;-0,043;-1,119;12,05;0;0,998;22,599;-1,803;14,138;1,803;0;0,991;99,954;-0,043;-1,12;12,058;0;0,998;22,5;;0,991;0,998;100,3285;21,2605
338;-1,813;14,151;1,813;0;0,992;96,605;-0,042;-1,148;12,126;0;0,999;15,694;-1,81;14,128;1,81;0;0,992;96,16;-0,041;-1,152;12,126;0;0,998;18,341;-1,811;14,133;1,811;0;0,992;96,945;-0,042;-1,146;12,11;0;0,999;18,015;-1,815;14,147;1,815;0;0,992;96,818;-0,042;-1,149;12,122;0;0,999;16,979;;0,992;0,99875;96,632;17,25725
339;-1,827;13,966;1,827;0;0,992;98,758;-0,042;-1,159;11,932;0;0,998;25,121;-1,825;13,94;1,825;0;0,992;97,766;-0,041;-1,17;11,945;0;0,998;27,469;-1,823;13,926;1,823;0;0,992;97,275;-0,041;-1,176;11,956;0;0,998;29,286;-1,824;13,948;1,824;0;0,992;99,472;-0,041;-1,167;11,948;0;0,998;33,944;;0,992;0,998;98,31775;28,955
340;-1,83;13,899;1,83;0;0,993;94,201;-0,039;-1,201;11,983;0;0,998;24,861;-1,834;13,912;1,834;0;0,992;95,257;-0,04;-1,194;11,964;0;0,998;23,975;-1,833;13,901;1,833;0;0,993;94,417;-0,039;-1,204;11,985;0;0,998;25,901;-1,833;13,898;1,833;0;0,993;93,896;-0,04;-1,2;11,971;0;0,998;21,634;;0,99275;0,998;94,44275;24,09275
341;-1,841;13,99;1,841;0;0,993;88,758;-0,037;-1,244;12,174;0;0,999;18,257;-1,842;14,006;1,842;0;0,993;89,244;-0,038;-1,241;12,175;0;0,999;17,936;-1,843;14,013;1,843;0;0,993;89,821;-0,038;-1,241;12,182;0;0,998;20,427;-1,842;14,011;1,842;0;0,993;89,573;-0,037;-1,244;12,192;0;0,998;21,462;;0,993;0,9985;89,349;19,5205
342;-1,787;14,211;1,787;0;0,991;102,972;-0,044;-1,08;12,058;0;0,998;24,238;-1,788;14,21;1,788;0;0,99;103,544;-0,044;-1,083;12,064;0;0,998;28,597;-1,788;14,205;1,788;0;0,991;103,242;-0,044;-1,078;12,044;0;0,998;24,127;-1,789;14,208;1,789;0;0,991;103,345;-0,045;-1,07;12,02;0;0,998;19,253;;0,99075;0,998;103,27575;24,05375
343;-1,83;13,825;1,83;0;0,992;95,925;-0,041;-1,182;11,853;0;0,998;22,879;-1,83;13,839;1,83;0;0,992;96,395;-0,041;-1,181;11,863;0;0,998;24,322;-1,828;13,838;1,828;0;0,992;96,428;-0,04;-1,183;11,878;0;0,998;27,133;-1,829;13,862;1,829;0;0,992;97,405;-0,041;-1,175;11,87;0;0,998;26,188;;0,992;0,998;96,53825;25,1305
344;-1,807;13,968;1,807;0;0,991;101,635;-0,043;-1,116;11,865;0;0,998;26,829;-1,808;13,961;1,808;0;0,991;101,912;-0,044;-1,113;11,846;0;0,998;25,939;-1,808;13,951;1,808;0;0,991;101,954;-0,044;-1,11;11,827;0;0,998;24,525;-1,808;13,944;1,808;0;0,991;101,729;-0,043;-1,114;11,832;0;0,998;25,541;;0,991;0,998;101,8075;25,7085
345;-1,792;14,1;1,792;0;0,99;108,457;-0,047;-1,038;11,806;0;0,998;27,068;-1,793;14,09;1,793;0;0,99;108,54;-0,047;-1,036;11,786;0;0,998;25,557;-1,793;14,079;1,793;0;0,99;108,326;-0,047;-1,038;11,783;0;0,998;25,89;-1,793;14,07;1,793;0;0,99;108,174;-0,047;-1,041;11,782;0;0,998;26,592;;0,99;0,998;108,37425;26,27675
347;-1,807;13,855;1,807;0;0,991;103,393;-0,044;-1,102;11,709;0;0,998;27,719;-1,804;13,85;1,804;0;0,991;103,234;-0,044;-1,102;11,712;0;0,998;28,377;-1,807;13,858;1,807;0;0,991;104,118;-0,044;-1,098;11,7;0;0,998;29,436;-1,806;13,861;1,806;0;0,991;104,273;-0,044;-1,096;11,699;0;0,998;29,372;;0,991;0,998;103,7545;28,726
348;-1,813;14,023;1,813;0;0,991;104,223;-0,045;-1,097;11,843;0;0,998;25,945;-1,812;14,005;1,812;0;0,991;103,825;-0,045;-1,101;11,841;0;0,998;26,706;-1,811;13,965;1,811;0;0,991;103,552;-0,044;-1,102;11,806;0;0,998;26,291;-1,811;13,937;1,811;0;0,991;103,315;-0,044;-1,106;11,793;0;0,998;27,639;;0,991;0,998;103,72875;26,64525
349;-1,81;13,721;1,81;0;0,99;108,352;-0,044;-1,114;11,606;0;0,997;52,144;-1,81;13,735;1,81;0;0,99;105,679;-0,044;-1,103;11,585;0;0,998;37,829;-1,807;13,736;1,807;0;0,99;105,262;-0,044;-1,097;11,574;0;0,998;34,036;-1,808;13,735;1,808;0;0,99;105,419;-0,045;-1,094;11,561;0;0,998;32,853;;0,99;0,99775;106,178;39,2155
350;-1,801;13,671;1,801;0;0,99;106,071;-0,045;-1,078;11,471;0;0,998;31,546;-1,808;13,636;1,808;0;0,99;106,424;-0,045;-1,085;11,438;0;0,998;33,656;-1,809;13,665;1,809;0;0,99;106,634;-0,046;-1,08;11,446;0;0,998;31,167;-1,807;13,664;1,807;0;0,99;106,402;-0,045;-1,083;11,463;0;0,998;33,061;;0,99;0,998;106,38275;32,3575
351;-1,841;14,283;1,841;0;0,994;82,358;-0,036;-1,273;12,555;0;0,999;5,95;-1,838;14,232;1,838;0;0,994;82,683;-0,036;-1,267;12,495;0;0,999;5,319;-1,838;14,232;1,838;0;0,994;83,705;-0,036;-1,258;12,466;0;0,999;3,892;-1,833;14,213;1,833;0;0,994;83,576;-0,036;-1,257;12,458;0;0,999;5,829;;0,994;0,999;83,0805;5,2475
352;-1,809;13,947;1,809;0;0,991;100,16;-0,043;-1,127;11,873;0;0,998;24,697;-1,81;13,959;1,81;0;0,991;100,823;-0,043;-1,121;11,863;0;0,998;23,983;-1,811;13,967;1,811;0;0,991;101,777;-0,044;-1,115;11,848;0;0,998;24,558;-1,811;13,965;1,811;0;0,991;101,651;-0,043;-1,118;11,858;0;0,998;26,019;;0,991;0,998;101,10275;24,81425
353;-1,835;14,038;1,835;0;0,993;92,51;-0,039;-1,215;12,151;0;0,998;22,355;-1,833;14,042;1,833;0;0,993;93,501;-0,039;-1,212;12,151;0;0,998;26,075;-1,831;14,037;1,831;0;0,993;93,066;-0,039;-1,207;12,137;0;0,998;22,528;-1,835;14,014;1,835;0;0,993;92,655;-0,039;-1,215;12,128;0;0,998;23,332;;0,993;0,998;92,933;23,5725
354;-1,797;14,01;1,797;0;0,99;105,018;-0,045;-1,073;11,805;0;0,998;25,208;-1,796;14,026;1,796;0;0,99;105,375;-0,046;-1,068;11,808;0;0,998;24,69;-1,794;14,02;1,794;0;0,99;105,229;-0,045;-1,072;11,823;0;0,998;27,817;-1,794;14,017;1,794;0;0,99;104,942;-0,045;-1,075;11,83;0;0,998;28,149;;0,99;0,998;105,141;26,466
355;-1,838;13,975;1,838;0;0,993;94,452;-0,04;-1,204;12,045;0;0,998;23,41;-1,835;13,958;1,835;0;0,993;93,598;-0,039;-1,209;12,055;0;0,998;24,458;-1,837;13,964;1,837;0;0,993;94,111;-0,04;-1,206;12,043;0;0,998;23,672;-1,839;13,966;1,839;0;0,993;94,349;-0,04;-1,205;12,037;0;0,998;23,354;;0,993;0,998;94,1275;23,7235
356;-1,84;14,141;1,84;0;0,993;90,785;-0,038;-1,241;12,317;0;0,998;25,681;-1,842;14,16;1,842;0;0,993;89,132;-0,037;-1,248;12,351;0;0,998;21,331;-1,842;14,188;1,842;0;0,993;89,277;-0,038;-1,24;12,358;0;0,999;18,045;-1,84;14,174;1,84;0;0,993;90,783;-0,038;-1,231;12,321;0;0,998;20,862;;0,993;0,99825;89,99425;21,47975
357;-1,815;14,299;1,815;0;0,992;98,185;-0,042;-1,145;12,259;0;0,998;21,213;-1,817;14,291;1,817;0;0,992;97,948;-0,042;-1,149;12,258;0;0,998;21,29;-1,816;14,279;1,816;0;0,992;97,852;-0,042;-1,15;12,251;0;0,998;21,698;-1,817;14,287;1,817;0;0,992;98,347;-0,042;-1,142;12,233;0;0,998;19,123;;0,992;0,998;98,083;20,831
358;-1,808;13,874;1,808;0;0,99;108,494;-0,045;-1,093;11,699;0;0,997;45,787;-1,807;13,86;1,807;0;0,99;106,681;-0,045;-1,095;11,693;0;0,998;39,46;-1,804;13,846;1,804;0;0,99;105,604;-0,044;-1,098;11,698;0;0,998;37,625;-1,8;13,839;1,8;0;0,99;105,535;-0,044;-1,101;11,711;0;0,998;40,211;;0,99;0,99775;106,5785;40,77075
359;-1,821;14,004;1,821;0;0,992;97,442;-0,041;-1,159;11,991;0;0,998;22,582;-1,821;14,003;1,821;0;0,992;97,867;-0,042;-1,153;11,971;0;0,998;21,202;-1,82;14;1,82;0;0,992;97,463;-0,041;-1,158;11,984;0;0,998;22,088;-1,823;14,002;1,823;0;0,992;97,468;-0,041;-1,164;11,996;0;0,998;24,147;;0,992;0,998;97,56;22,50475
360;-1,771;13,83;1,771;0;0,989;110,917;-0,048;-1,002;11,491;0;0,998;32,123;-1,77;13,825;1,77;0;0,989;110,761;-0,048;-1;11,479;0;0,998;30,082;-1,772;13,835;1,772;0;0,988;112,178;-0,049;-0,993;11,463;0;0,998;33,076;-1,771;13,829;1,771;0;0,988;112,893;-0,049;-0,99;11,45;0;0,998;35,651;;0,9885;0,998;111,68725;32,733
361;-1,799;13,984;1,799;0;0,99;104,238;-0,045;-1,087;11,818;0;0,998;28,402;-1,799;13,989;1,799;0;0,99;104,537;-0,045;-1,08;11,801;0;0,998;26,017;-1,798;13,992;1,798;0;0,99;104,552;-0,045;-1,079;11,802;0;0,998;25,552;-1,797;13,986;1,797;0;0,99;104,351;-0,045;-1,083;11,813;0;0,998;27,793;;0,99;0,998;104,4195;26,941
362;-1,832;13,853;1,832;0;0,992;94,44;-0,04;-1,201;11,93;0;0,998;24,883;-1,833;13,859;1,833;0;0,992;94,494;-0,039;-1,203;11,941;0;0,998;25,876;-1,834;13,863;1,834;0;0,993;94,37;-0,04;-1,202;11,941;0;0,998;24,578;-1,834;13,857;1,834;0;0,993;94,141;-0,039;-1,203;11,937;0;0,998;23,987;;0,9925;0,998;94,36125;24,831
363;-1,819;14,047;1,819;0;0,992;97,438;-0,042;-1,153;12,02;0;0,998;19,879;-1,816;14,05;1,816;0;0,992;97,847;-0,041;-1,156;12,039;0;0,998;25,06;-1,817;14,042;1,817;0;0,992;97,308;-0,041;-1,159;12,04;0;0,998;24,06;-1,817;14,033;1,817;0;0,992;97,05;-0,041;-1,159;12,031;0;0,998;22,743;;0,992;0,998;97,41075;22,9355
364;-1,811;13,992;1,811;0;0,991;100,305;-0,043;-1,125;11,902;0;0,998;22,421;-1,809;13,967;1,809;0;0,991;100,128;-0,043;-1,128;11,895;0;0,998;24,815;-1,809;13,957;1,809;0;0,991;100,245;-0,043;-1,125;11,875;0;0,998;23,653;-1,812;13,983;1,812;0;0,991;101,328;-0,044;-1,112;11,852;0;0,998;19,638;;0,991;0,998;100,5015;22,63175
365;-1,874;14,258;1,874;0;0,995;75,978;-0,032;-1,362;12,713;0;0,999;16,462;-1,876;14,184;1,876;0;0,995;75,916;-0,033;-1,363;12,644;0;0,999;17,5;-1,877;14,467;1,877;0;0,995;72,71;-0,031;-1,388;12,982;0;0,999;13,123;-1,88;14,648;1,88;0;0,995;73,446;-0,031;-1,389;13,154;0;0,999;13,503;;0,995;0,999;74,5125;15,147
366;-1,807;13,942;1,807;0;0,991;100,712;-0,043;-1,119;11,847;0;0,998;23,658;-1,808;13,94;1,808;0;0,991;100,671;-0,043;-1,119;11,844;0;0,998;23,144;-1,809;13,938;1,809;0;0,991;100,894;-0,043;-1,119;11,839;0;0,998;23,817;-1,808;13,953;1,808;0;0,991;101,111;-0,043;-1,117;11,849;0;0,998;24,014;;0,991;0,998;100,847;23,65825
367;-1,786;14,092;1,786;0;0,99;106,02;-0,046;-1,052;11,857;0;0,998;24,746;-1,784;14,087;1,784;0;0,99;106,047;-0,046;-1,046;11,843;0;0,998;23,273;-1,782;14,076;1,782;0;0,99;105,973;-0,046;-1,041;11,823;0;0,998;20,758;-1,785;14,077;1,785;0;0,99;106,566;-0,047;-1,038;11,805;0;0,998;20,198;;0,99;0,998;106,1515;22,24375
368;-1,798;13,78;1,798;0;0,99;104,606;-0,045;-1,076;11,583;0;0,998;24,453;-1,799;13,793;1,799;0;0,99;105,642;-0,045;-1,073;11,583;0;0,998;27,666;-1,797;13,776;1,797;0;0,99;105,176;-0,045;-1,074;11,575;0;0,998;26,855;-1,796;13,77;1,796;0;0,99;105,042;-0,045;-1,074;11,573;0;0,998;27,038;;0,99;0,998;105,1165;26,503
369;-1,81;13,676;1,81;0;0,991;104,063;-0,044;-1,103;11,523;0;0,998;29,89;-1,809;13,701;1,809;0;0,991;104,248;-0,044;-1,098;11,539;0;0,998;29,234;-1,808;13,686;1,808;0;0,991;103,895;-0,044;-1,105;11,548;0;0,998;31,677;-1,809;13,671;1,809;0;0,991;103,829;-0,044;-1,108;11,538;0;0,998;32,063;;0,991;0,998;104,00875;30,716
370;-1,807;14,241;1,807;0;0,991;103,932;-0,045;-1,084;12,042;0;0,998;20,121;-1,802;14,211;1,802;0;0,991;103,032;-0,045;-1,089;12,039;0;0,998;20,694;-1,801;14,186;1,801;0;0,991;103,617;-0,045;-1,089;12,02;0;0,998;25,21;-1,799;14,166;1,799;0;0,99;104,812;-0,045;-1,088;11,999;0;0,998;31,216;;0,99075;0,998;103,84825;24,31025
371;-1,814;13,868;1,814;0;0,991;101,112;-0,042;-1,137;11,807;0;0,998;31,495;-1,815;13,864;1,815;0;0,991;101,176;-0,043;-1,126;11,769;0;0,998;25,919;-1,814;13,874;1,814;0;0,991;101,094;-0,043;-1,122;11,769;0;0,998;23,574;-1,81;13,834;1,81;0;0,991;100,269;-0,043;-1,128;11,759;0;0,998;25,103;;0,991;0,998;100,91275;26,52275
372;-1,796;13,799;1,796;0;0,99;107,994;-0,046;-1,061;11,561;0;0,998;34,598;-1,798;13,802;1,798;0;0,989;108,905;-0,046;-1,06;11,557;0;0,998;37,877;-1,799;13,819;1,799;0;0,989;109,69;-0,046;-1,057;11,559;0;0,998;39,114;-1,796;13,785;1,796;0;0,99;107,443;-0,046;-1,068;11,569;0;0,998;35,58;;0,9895;0,998;108,508;36,79225
373;-1,834;14,409;1,834;0;0,993;89,385;-0,038;-1,23;12,571;0;0,999;17,154;-1,837;14,429;1,837;0;0,993;89,454;-0,038;-1,228;12,578;0;0,999;14,888;-1,836;14,439;1,836;0;0,993;88,728;-0,038;-1,233;12,605;0;0,999;14,697;-1,838;14,457;1,838;0;0,993;88,641;-0,038;-1,235;12,621;0;0,999;13,912;;0,993;0,999;89,052;15,16275
374;-1,816;14,005;1,816;0;0,991;100,646;-0,043;-1,134;11,932;0;0,998;27,264;-1,819;13,994;1,819;0;0,991;101,006;-0,043;-1,138;11,92;0;0,998;28,965;-1,818;13,993;1,818;0;0,991;101,012;-0,042;-1,142;11,933;0;0,998;31,156;-1,82;13,996;1,82;0;0,991;101,762;-0,042;-1,143;11,934;0;0,998;34,194;;0,991;0,998;101,1065;30,39475
375;-1,804;14,11;1,804;0;0,991;99,71;-0,043;-1,116;12,016;0;0,998;18,378;-1,804;14,102;1,804;0;0,991;99,694;-0,043;-1,116;12,01;0;0,998;18,636;-1,805;14,1;1,805;0;0,991;100,139;-0,043;-1,114;11,995;0;0,998;18,445;-1,807;14,084;1,807;0;0,991;100,206;-0,043;-1,117;11,983;0;0,998;19,695;;0,991;0,998;99,93725;18,7885
376;-1,811;13,911;1,811;0;0,991;102,393;-0,044;-1,112;11,782;0;0,998;25,976;-1,81;13,901;1,81;0;0,991;102,17;-0,043;-1,117;11,794;0;0,998;28,691;-1,811;13,896;1,811;0;0,991;102,319;-0,043;-1,12;11,791;0;0,998;29,849;-1,811;13,886;1,811;0;0,991;101,923;-0,043;-1,122;11,788;0;0,998;29,146;;0,991;0,998;102,20125;28,4155
377;-1,837;13,941;1,837;0;0,993;92,76;-0,039;-1,218;12,055;0;0,998;23,689;-1,832;13,971;1,832;0;0,993;94,231;-0,04;-1,199;12,044;0;0,998;23,084;-1,827;14,006;1,827;0;0,992;94,908;-0,04;-1,187;12,059;0;0,998;22,535;-1,828;13,995;1,828;0;0,992;95,002;-0,04;-1,187;12,043;0;0,998;22,163;;0,9925;0,998;94,22525;22,86775
378;-1,816;14,054;1,816;0;0,992;98,682;-0,042;-1,143;12,005;0;0,998;22,005;-1,81;14,034;1,81;0;0,992;98,842;-0,042;-1,142;12;0;0,998;25,606;-1,812;14,04;1,812;0;0,991;99,446;-0,043;-1,131;11,967;0;0,998;21,32;-1,809;14,023;1,809;0;0,992;98,765;-0,042;-1,136;11,973;0;0,998;22,169;;0,99175;0,998;98,93375;22,775
379;-1,799;14,278;1,799;0;0,991;100,515;-0,044;-1,103;12,16;0;0,998;17,717;-1,799;14,265;1,799;0;0,991;100,346;-0,043;-1,106;12,158;0;0,998;19,141;-1,801;14,261;1,801;0;0,991;100,611;-0,043;-1,107;12,15;0;0,998;19,912;-1,802;14,262;1,802;0;0,991;100,621;-0,043;-1,111;12,159;0;0,998;21,67;;0,991;0,998;100,52325;19,61
380;-1,739;13,159;1,739;0;0,985;124,471;-0,056;-0,845;10,439;0;0,997;41,456;-1,738;13,153;1,738;0;0,985;124,197;-0,056;-0,84;10,419;0;0,998;37,158;-1,738;13,148;1,738;0;0,985;124,602;-0,056;-0,85;10,444;0;0,997;44,722;-1,74;13,151;1,74;0;0,984;125,569;-0,056;-0,85;10,44;0;0,997;48,972;;0,98475;0,99725;124,70975;43,077
381;-1,8;14,316;1,8;0;0,992;98,264;-0,043;-1,118;12,241;0;0,999;14,248;-1,801;14,353;1,801;0;0,991;99,999;-0,043;-1,106;12,239;0;0,999;15,679;-1,801;14,305;1,801;0;0,991;101,192;-0,044;-1,093;12,152;0;0,999;13,945;-1,798;14,317;1,798;0;0,991;100,395;-0,044;-1,102;12,199;0;0,999;17,104;;0,99125;0,999;99,9625;15,244
382;-1,83;14,156;1,83;0;0,993;93,245;-0,04;-1,195;12,223;0;0,999;17,239;-1,828;14,143;1,828;0;0,993;92,275;-0,039;-1,202;12,236;0;0,999;17,589;-1,828;14,121;1,828;0;0,993;91,897;-0,039;-1,208;12,233;0;0,998;19,459;-1,829;14,106;1,829;0;0,993;91,488;-0,039;-1,21;12,224;0;0,999;18,711;;0,993;0,99875;92,22625;18,2495
383;-1,801;14,082;1,801;0;0,99;105,125;-0,046;-1,073;11,867;0;0,998;23,895;-1,799;14,072;1,799;0;0,99;104,815;-0,045;-1,073;11,862;0;0,998;23,182;-1,799;14,07;1,799;0;0,99;105,107;-0,045;-1,073;11,86;0;0,998;24,818;-1,799;14,07;1,799;0;0,99;105,025;-0,045;-1,073;11,863;0;0,998;24,793;;0,99;0,998;105,018;24,172
384;-1,825;13,898;1,825;0;0,992;94,024;-0,04;-1,187;11,957;0;0,998;19,394;-1,825;13,904;1,825;0;0,992;94,666;-0,04;-1,182;11,948;0;0,998;19,713;-1,824;13,909;1,824;0;0,992;95,578;-0,041;-1,175;11,935;0;0,998;20,652;-1,824;13,927;1,824;0;0,992;96,062;-0,041;-1,167;11,928;0;0,999;18,372;;0,992;0,99825;95,0825;19,53275
385;-1,822;14,113;1,822;0;0,992;94,823;-0,04;-1,178;12,152;0;0,998;19,7;-1,823;14,112;1,823;0;0,992;95,056;-0,04;-1,177;12,145;0;0,998;19,628;-1,821;14,126;1,821;0;0,992;94,844;-0,041;-1,172;12,151;0;0,999;16,846;-1,818;14,136;1,818;0;0,992;95,347;-0,041;-1,165;12,149;0;0,999;17,063;;0,992;0,9985;95,0175;18,30925
386;-1,827;13,674;1,827;0;0,991;101,502;-0,043;-1,146;11,6;0;0,998;31,069;-1,825;13,679;1,825;0;0,991;103,04;-0,044;-1,127;11,555;0;0,998;29,862;-1,822;13,67;1,822;0;0,991;102,543;-0,043;-1,139;11,592;0;0,998;35,067;-1,822;13,668;1,822;0;0,991;103,048;-0,042;-1,144;11,605;0;0,998;39,354;;0,991;0,998;102,53325;33,838
387;-1,826;14,074;1,826;0;0,992;94,137;-0,04;-1,186;12,126;0;0,999;18,636;-1,825;14,06;1,825;0;0,992;94,394;-0,04;-1,184;12,108;0;0,998;19,169;-1,824;14,064;1,824;0;0,992;93,978;-0,04;-1,182;12,112;0;0,999;17,032;-1,824;14,062;1,824;0;0,992;94,03;-0,04;-1,182;12,109;0;0,999;17,296;;0,992;0,99875;94,13475;18,03325
388;-1,8;13,702;1,8;0;0,99;105,634;-0,046;-1,073;11,487;0;0,998;26,726;-1,802;13,706;1,802;0;0,99;106,05;-0,046;-1,073;11,485;0;0,998;27,785;-1,801;13,697;1,801;0;0,99;105,541;-0,045;-1,079;11,5;0;0,998;29,446;-1,804;13,694;1,804;0;0,99;105,225;-0,045;-1,084;11,5;0;0,998;28,49;;0,99;0,998;105,6125;28,11175
390;-1,792;13,99;1,792;0;0,99;104,604;-0,045;-1,067;11,783;0;0,998;22,506;-1,791;14,004;1,791;0;0,99;105,853;-0,046;-1,061;11,783;0;0,998;26,816;-1,788;14,002;1,788;0;0,99;105,98;-0,046;-1,054;11,768;0;0,998;24,801;-1,788;13,998;1,788;0;0,99;106,041;-0,046;-1,053;11,758;0;0,998;24,106;;0,99;0,998;105,6195;24,55725
391;-1,803;14,009;1,803;0;0,991;100,776;-0,044;-1,103;11,877;0;0,999;16,271;-1,801;13,987;1,801;0;0,991;100,406;-0,043;-1,106;11,873;0;0,998;17,918;-1,803;13,992;1,803;0;0,991;100,758;-0,044;-1,104;11,864;0;0,999;17,11;-1,802;13,985;1,802;0;0,991;101,234;-0,044;-1,1;11,846;0;0,999;17,449;;0,991;0,99875;100,7935;17,187
392;-1,821;14,297;1,821;0;0,993;92,534;-0,04;-1,178;12,339;0;0,999;7,696;-1,821;14,272;1,821;0;0,993;92,764;-0,04;-1,181;12,324;0;0,999;11,358;-1,82;14,271;1,82;0;0,993;92,542;-0,04;-1,178;12,318;0;0,999;9,002;-1,822;14,28;1,822;0;0,993;91,923;-0,04;-1,181;12,329;0;0,999;5,662;;0,993;0,999;92,44075;8,4295
